val_loss,train_error1,epoch,train_loss,val_error5,train_error5,val_error1
0.6677393272399902,12.421999999999997,50,0.5251467547798156,0.8100000000000023,0.4000000000000057,16.049999999999997
0.6340749832153321,12.86,51,0.532659803981781,0.6800000000000068,0.4399999999999977,14.950000000000003
0.7046449597358704,12.343999999999994,52,0.5233333682632446,0.6299999999999955,0.39400000000000546,17.290000000000006
0.6317798470497131,12.447999999999993,53,0.5252525112724304,0.5900000000000034,0.40800000000000125,14.739999999999995
0.6261452301979065,12.64,54,0.5278057523536682,0.6099999999999994,0.3640000000000043,15.150000000000006
0.6560410058021545,12.463999999999999,55,0.5240771560287476,0.7000000000000028,0.3859999999999957,16.14
0.5996654950141906,12.421999999999997,56,0.5269287629699707,0.45000000000000284,0.3400000000000034,14.230000000000004
0.6471431730270386,12.373999999999995,57,0.5273531787109375,0.5,0.38400000000000034,15.879999999999995
0.6098356575012207,12.168000000000006,58,0.5188210390472412,0.5400000000000063,0.402000000000001,14.340000000000003
0.6209956262588501,12.084000000000003,59,0.5152014026832581,0.5,0.3640000000000043,14.400000000000006
0.6357088134765625,12.079999999999998,60,0.5192848822593689,0.5999999999999943,0.40399999999999636,15.25
0.6677771677017212,12.129999999999995,61,0.5173446362686157,0.8799999999999955,0.3640000000000043,15.930000000000007
0.6207609628677369,12.058000000000007,62,0.5164075430679321,0.730000000000004,0.4060000000000059,14.5
0.6505085189819336,11.822000000000003,63,0.5102606605339051,0.7399999999999949,0.3340000000000032,15.430000000000007
0.600429379272461,12.257999999999996,64,0.5225372132205963,0.6099999999999994,0.40800000000000125,14.079999999999998
0.6132930938720703,12.108000000000004,65,0.5153580485725403,0.5300000000000011,0.3499999999999943,14.879999999999995
0.6048395696640014,12.11,66,0.5181471957397461,0.4899999999999949,0.39799999999999613,14.209999999999994
0.6113170141220092,12.091999999999999,67,0.5169857378005982,0.6299999999999955,0.4200000000000017,14.290000000000006
0.6058702891349792,12.052000000000007,68,0.5139799281787872,0.45999999999999375,0.3640000000000043,14.370000000000005
0.6390979419708251,11.921999999999997,69,0.5117888842010498,0.6800000000000068,0.3259999999999934,14.849999999999994
0.6400274863243103,12.176000000000002,70,0.5192824788093567,0.6500000000000057,0.4240000000000066,15.459999999999994
0.6505903601646423,12.048000000000002,71,0.5131698274230957,0.5499999999999972,0.3760000000000048,14.930000000000007
0.6466743783950806,12.052000000000007,72,0.5154339910316468,0.8199999999999932,0.3580000000000041,15.269999999999996
0.6519296972274781,11.903999999999996,73,0.5149110759353638,0.5999999999999943,0.36199999999999477,15.36
0.649273783493042,11.805999999999997,74,0.5095893673706055,0.7199999999999989,0.3439999999999941,15.329999999999998
0.6848350625038147,11.831999999999994,75,0.5099474887180329,0.6500000000000057,0.3539999999999992,16.209999999999994
0.6204324667930603,11.686000000000007,76,0.5094898363018036,0.480000000000004,0.36599999999999966,14.870000000000005
0.5699835518836975,11.963999999999999,77,0.5135354368972779,0.519999999999996,0.3719999999999999,13.25
0.6058069789886474,11.938000000000002,78,0.5093627989006042,0.6800000000000068,0.31799999999999784,14.0
0.6137311039924621,11.936000000000007,79,0.5125593547439575,0.5300000000000011,0.36599999999999966,14.040000000000006
0.6261738248825073,11.573999999999998,80,0.5031001327705383,0.7000000000000028,0.31399999999999295,14.170000000000002
0.5827701807022094,11.799999999999997,81,0.5086254891490937,0.5499999999999972,0.382000000000005,13.299999999999997
0.493708149433136,8.266000000000005,82,0.40611832509040835,0.3100000000000023,0.16599999999999682,10.680000000000007
0.49648929691314697,7.158000000000001,83,0.37153092376708985,0.4099999999999966,0.12600000000000477,10.670000000000002
0.49256143856048584,6.682000000000002,84,0.3597612801074982,0.3199999999999932,0.09799999999999898,10.269999999999996
0.4866089725017548,6.622,85,0.35272418151855467,0.269999999999996,0.10999999999999943,10.150000000000006
0.4915266025543213,6.256,86,0.34400239753723144,0.3199999999999932,0.09399999999999409,10.329999999999998
0.48806690101623534,6.072000000000003,87,0.33703823684692386,0.3199999999999932,0.09399999999999409,9.829999999999998
0.4832447463989258,5.974000000000004,88,0.33160172342300415,0.3400000000000034,0.0660000000000025,10.019999999999996
0.4866061190605164,5.906000000000006,89,0.32921657236099244,0.3499999999999943,0.08400000000000318,9.980000000000004
0.5055855413436889,5.700000000000003,90,0.3212185827445984,0.28000000000000114,0.07399999999999807,10.700000000000003
