val_loss,train_error1,epoch,train_loss,val_error5,train_error5,val_error1
1.7538674783706665,66.886,1,2.0059487687301636,8.280000000000001,14.251999999999995,56.18
1.4185724193572997,46.732,2,1.5139773835372925,3.7099999999999937,5.542000000000002,42.98
1.1267312775611877,36.394,3,1.2428421478652953,2.1700000000000017,3.3299999999999983,32.42
1.0264182171821594,31.581999999999994,4,1.1044524656677246,2.0900000000000034,2.5220000000000056,28.709999999999994
0.9573755760192871,27.902,5,0.9970789462661743,1.8199999999999932,1.8760000000000048,26.370000000000005
0.9335742528915405,25.075999999999993,6,0.9138783162689209,1.5300000000000011,1.6500000000000057,24.799999999999997
0.8266608588218689,23.340000000000003,7,0.858197018585205,1.25,1.391999999999996,21.840000000000003
0.8049265465736389,21.921999999999997,8,0.8120446992301941,1.1800000000000068,1.2240000000000038,21.150000000000006
0.8000444436073303,20.768,9,0.7789916899490357,1.1299999999999955,1.2360000000000042,20.909999999999997
0.8271751175880432,20.001999999999995,10,0.751913858795166,1.2099999999999937,1.0019999999999953,22.099999999999994
0.8477038107872009,19.244,11,0.7260643320846558,1.3700000000000045,1.0120000000000005,21.870000000000005
0.7988428312301635,18.599999999999994,12,0.7058730215263367,1.1200000000000045,0.9300000000000068,20.370000000000005
0.7554519192695618,18.194000000000003,13,0.6883957634544372,0.9599999999999937,0.9060000000000059,19.590000000000003
0.7193413773536682,17.555999999999997,14,0.6692668583679199,0.8900000000000006,0.8220000000000027,18.67
0.7115901533126832,17.025999999999996,15,0.6527379041099548,0.8599999999999994,0.7319999999999993,18.58
0.6834063820838928,16.879999999999995,16,0.6443369276046753,0.8299999999999983,0.7660000000000053,17.319999999999993
0.793056551361084,16.426000000000002,17,0.6301518801879883,0.9099999999999966,0.6700000000000017,20.739999999999995
0.7020497463226318,16.232,18,0.6277576626586914,0.9000000000000057,0.6979999999999933,17.930000000000007
0.6374507918357849,15.719999999999999,19,0.6144020630264282,0.5900000000000034,0.686000000000007,16.209999999999994
0.690834930229187,15.343999999999994,20,0.6035396304512024,0.6599999999999966,0.6560000000000059,17.67
0.660233979511261,15.432000000000002,21,0.6006177276802063,0.7099999999999937,0.6020000000000039,16.989999999999995
0.685506602191925,15.078000000000003,22,0.5958523696899414,0.7600000000000051,0.6800000000000068,17.299999999999997
0.6330591290473938,15.299999999999997,23,0.5973663741111755,0.5999999999999943,0.6280000000000001,15.670000000000002
0.6569888990402222,15.007999999999996,24,0.5886919255638122,0.6899999999999977,0.6460000000000008,16.409999999999997
0.6349123022079468,14.494,25,0.576736441078186,0.5900000000000034,0.563999999999993,16.0
0.655713320350647,14.272000000000006,26,0.5718237970733643,0.730000000000004,0.5520000000000067,16.200000000000003
0.6671208910942078,14.486000000000004,27,0.5751013274383545,0.9099999999999966,0.46999999999999886,16.689999999999998
0.6461668781280517,14.081999999999994,28,0.5692502193069457,0.6700000000000017,0.5619999999999976,15.849999999999994
0.6569036206245422,14.162000000000006,29,0.5674156693267822,0.7900000000000063,0.5360000000000014,16.129999999999995
0.6468757969856263,13.474000000000004,30,0.55383083776474,0.7600000000000051,0.5280000000000058,16.510000000000005
0.6405975177764892,13.891999999999996,31,0.5596532412338256,0.5600000000000023,0.49200000000000443,16.150000000000006
0.6452838582038879,13.560000000000002,32,0.5547306597518921,0.6599999999999966,0.480000000000004,16.060000000000002
0.6379738568305969,13.719999999999999,33,0.5529758204078674,0.5699999999999932,0.5120000000000005,15.819999999999993
0.634181400680542,13.494,34,0.5502408117389679,0.7399999999999949,0.4719999999999942,15.489999999999995
0.6968702208518982,13.644000000000005,35,0.5547345569038391,0.7399999999999949,0.4860000000000042,17.230000000000004
0.6400978878021241,13.489999999999995,36,0.5475564888381959,0.6500000000000057,0.46999999999999886,15.379999999999995
0.6413217339992523,13.079999999999998,37,0.5419509341239929,0.6700000000000017,0.49200000000000443,15.540000000000006
0.6409897468566894,13.274000000000001,38,0.5443123066520691,0.6299999999999955,0.5060000000000002,15.579999999999998
0.6361034032821655,13.352000000000004,39,0.5445674129009247,0.6899999999999977,0.43200000000000216,15.530000000000001
0.6170872356414795,12.921999999999997,40,0.5350006015205383,0.5999999999999943,0.3760000000000048,15.189999999999998
0.6121385542869567,12.930000000000007,41,0.537766806678772,0.5799999999999983,0.45000000000000284,14.620000000000005
0.5946831816673279,12.668000000000006,42,0.52898483127594,0.6500000000000057,0.44599999999999795,14.219999999999999
0.6434208794593811,12.980000000000004,43,0.5346404728889466,0.7800000000000011,0.4159999999999968,15.629999999999995
0.6543575200080871,12.930000000000007,44,0.5358915767478943,0.75,0.4000000000000057,16.120000000000005
0.6268319157600403,12.936000000000007,45,0.5336109763336182,0.6299999999999955,0.42199999999999704,15.400000000000006
0.6238214241027832,12.891999999999996,46,0.5345258425331115,0.5699999999999932,0.4200000000000017,15.030000000000001
0.6405903158187867,13.012,47,0.5355749274826049,0.519999999999996,0.41800000000000637,15.879999999999995
0.6266060106277466,12.388000000000005,48,0.5266770763206482,0.5300000000000011,0.4099999999999966,15.430000000000007
0.635071315574646,12.653999999999996,49,0.527224443101883,0.519999999999996,0.44599999999999795,15.340000000000003
