train_loss,train_error1,epoch,train_error5,val_error5,val_loss,val_error1
0.6434000013351441,9.209999999999994,59,0.24399999999999977,0.4000000000000057,0.7984354986190796,13.299999999999997
0.6441368332862853,9.206000000000003,60,0.25,0.4300000000000068,0.7576488279342651,11.439999999999998
0.6457724402618408,9.251999999999995,61,0.2079999999999984,0.519999999999996,0.7804335390090943,12.89
0.6419417293930054,9.242000000000004,62,0.22400000000000375,0.46999999999999886,0.8706473848342896,15.340000000000003
0.6439387206459045,9.354,63,0.23000000000000398,0.5100000000000051,0.8004974426746368,13.209999999999994
0.6351913250541688,9.085999999999999,64,0.20000000000000284,0.3400000000000034,0.7516614681243896,12.019999999999996
0.6429358138275146,9.200000000000003,65,0.20999999999999375,0.5999999999999943,0.8059877871513367,13.129999999999995
0.6418742085266114,9.274000000000001,66,0.25199999999999534,0.37999999999999545,0.7361433299064636,11.560000000000002
0.641673484954834,9.141999999999996,67,0.22799999999999443,0.39000000000000057,0.800471322631836,13.579999999999998
0.6379329227638245,9.116,68,0.2540000000000049,0.4399999999999977,0.73385769033432,11.61
0.6356129214096069,8.888000000000005,69,0.21999999999999886,0.4899999999999949,0.7920825286388398,12.700000000000003
0.639489550819397,9.221999999999994,70,0.20999999999999375,0.519999999999996,0.7680979286193848,12.14
0.6378528548431397,9.090000000000003,71,0.25199999999999534,0.37000000000000455,0.7316170972824096,11.200000000000003
0.639487818069458,9.104,72,0.24200000000000443,0.3499999999999943,0.7426888642311096,11.569999999999993
0.6338524614143372,8.858000000000004,73,0.21999999999999886,0.5100000000000051,0.7467442432403565,11.819999999999993
0.6334943182754517,8.912000000000006,74,0.20999999999999375,0.5699999999999932,0.7771485663414002,13.090000000000003
0.6336372367858887,9.010000000000005,75,0.23000000000000398,0.3299999999999983,0.7948967971801758,12.829999999999998
0.6371400222301483,9.016000000000005,76,0.2219999999999942,0.6099999999999994,0.77861833152771,12.25
0.6339486421966553,8.86,77,0.24200000000000443,0.5499999999999972,0.7725696851730347,11.959999999999994
0.6253045223999023,8.762,78,0.20199999999999818,0.3299999999999983,0.714459254026413,10.939999999999998
0.6280785606193543,8.855999999999995,79,0.19599999999999795,0.4200000000000017,0.7566870406150817,11.920000000000002
0.63750784740448,8.945999999999998,80,0.24200000000000443,0.37999999999999545,0.7421669927597045,11.900000000000006
0.626711462841034,8.563999999999993,81,0.2259999999999991,0.29999999999999716,0.7501739042282104,12.0
0.5216122847557068,4.864000000000004,82,0.06999999999999318,0.3199999999999932,0.6467407915115356,8.239999999999995
0.48523759808540345,3.817999999999998,83,0.04999999999999716,0.1700000000000017,0.6334425407409668,7.950000000000003
0.46909947870254515,3.260000000000005,84,0.058000000000006935,0.15000000000000568,0.6427279848098755,7.790000000000006
0.45816782623291014,2.936000000000007,85,0.04399999999999693,0.20000000000000284,0.6204697423934936,7.459999999999994
0.45040040407180787,2.853999999999999,86,0.04000000000000625,0.21999999999999886,0.6551881530761718,7.8799999999999955
0.44280712680816653,2.6059999999999945,87,0.031999999999996476,0.21999999999999886,0.6348065052032471,7.290000000000006
0.4350059631156921,2.436000000000007,88,0.028000000000005798,0.20999999999999375,0.6428187320709229,7.3799999999999955
0.4310599123764038,2.367999999999995,89,0.016000000000005343,0.21999999999999886,0.6306159063339234,7.420000000000002
0.42471984437942506,2.2620000000000005,90,0.006000000000000227,0.1700000000000017,0.6583679353713989,7.790000000000006
