val_error1,epoch,val_loss,train_error1,val_error5,train_loss,train_error5
54.64,1,1.7009992589950562,66.956,7.590000000000003,2.0059701121520996,14.105999999999995
40.12,2,1.3356354804992676,48.02,3.4000000000000057,1.5472683494567872,5.896000000000001
35.66,3,1.2130070030212403,37.32,2.8499999999999943,1.2669417037200927,3.486000000000004
29.790000000000006,4,1.0414326476097107,32.22,2.010000000000005,1.1205953666114807,2.578000000000003
26.840000000000003,5,0.9843871495246888,28.323999999999998,1.8299999999999983,1.0059484129714966,1.975999999999999
26.549999999999997,6,0.9698373372077942,25.319999999999993,1.2999999999999972,0.918385798072815,1.5999999999999943
22.060000000000002,7,0.8384685002326965,23.524,1.2099999999999937,0.859465415058136,1.3799999999999955
21.370000000000005,8,0.8115609215736389,21.938000000000002,1.1800000000000068,0.8123927377700806,1.1539999999999964
21.769999999999996,9,0.8198900370597839,20.819999999999993,1.1400000000000006,0.7780871075439453,1.1640000000000015
21.28,10,0.8113671241283417,19.786,1.1899999999999977,0.7431636455917359,1.073999999999998
19.680000000000007,11,0.7786575685501098,18.813999999999993,1.1700000000000017,0.7187608353805542,0.9419999999999931
20.560000000000002,12,0.7972088242530823,18.331999999999994,1.1500000000000057,0.6977622542953491,0.9000000000000057
19.430000000000007,13,0.7592121494293212,17.766000000000005,0.8199999999999932,0.6822842826652527,0.8840000000000003
18.599999999999994,14,0.7362891561508179,17.28,0.9300000000000068,0.6680551321220398,0.7759999999999962
17.799999999999997,15,0.6869167264461518,16.870000000000005,0.769999999999996,0.6529281876945495,0.7939999999999969
17.379999999999995,16,0.6781610007286072,16.736000000000004,0.7000000000000028,0.6426736409759521,0.7439999999999998
17.730000000000004,17,0.699783344745636,16.287999999999997,0.8199999999999932,0.6291067751693725,0.6779999999999973
19.069999999999993,18,0.7381441390991211,15.930000000000007,0.8900000000000006,0.6204126683235168,0.6500000000000057
16.290000000000006,19,0.6366911605834961,15.418000000000006,0.7099999999999937,0.6058489158058167,0.6700000000000017
17.650000000000006,20,0.6966694141864777,15.091999999999999,0.8400000000000034,0.5985914053916931,0.6560000000000059
16.810000000000002,21,0.6587078231811524,15.102000000000004,0.7399999999999949,0.5961128756713867,0.6099999999999994
16.090000000000003,22,0.6430028589725494,14.959999999999994,0.7000000000000028,0.5912750881004334,0.597999999999999
15.64,23,0.6365042095184326,14.855999999999995,0.75,0.5892433875274659,0.5900000000000034
16.89,24,0.6734354640960694,14.775999999999996,0.769999999999996,0.581655512046814,0.5220000000000056
17.17,25,0.6882679448127746,14.203999999999994,0.769999999999996,0.5730989165115357,0.563999999999993
16.739999999999995,26,0.6798429482460022,14.236000000000004,0.7099999999999937,0.5712251162338257,0.5240000000000009
16.92,27,0.6701782960891723,14.427999999999997,0.7800000000000011,0.5726423661327362,0.5040000000000049
15.989999999999995,28,0.6389441397666931,14.079999999999998,0.75,0.5644454823303222,0.5259999999999962
16.519999999999996,29,0.6790997486114502,13.873999999999995,0.730000000000004,0.5620773681259156,0.5400000000000063
16.760000000000005,30,0.6707459966659546,13.512,0.8100000000000023,0.5532936796188355,0.5180000000000007
16.069999999999993,31,0.6487323381900787,13.760000000000005,0.6599999999999966,0.554317234802246,0.4719999999999942
