val_error5,epoch,train_error5,val_error1,train_loss,train_error1,val_loss
0.45000000000000284,56,0.23399999999999466,11.980000000000004,0.5574656930160522,9.829999999999998,0.6561425296783447
0.7399999999999949,57,0.24399999999999977,14.260000000000005,0.5587256676864624,9.969999999999999,0.7355968247413636
0.46999999999999886,58,0.2780000000000058,13.060000000000002,0.5573669931793213,9.902000000000001,0.6999620211601257
0.519999999999996,59,0.3059999999999974,12.709999999999994,0.5500923386192321,9.441999999999993,0.7102968010902405
0.480000000000004,60,0.23999999999999488,12.170000000000002,0.5596664362430572,9.909999999999997,0.6548507862091064
0.5499999999999972,61,0.23799999999999955,12.549999999999997,0.5537583128166199,9.786000000000001,0.6944240006446838
0.4200000000000017,62,0.2459999999999951,12.090000000000003,0.5575924427986145,9.763999999999996,0.6457644171714783
0.5,63,0.21999999999999886,12.900000000000006,0.5499547461891174,9.563999999999993,0.6880222211837769
0.5100000000000051,64,0.2219999999999942,13.760000000000005,0.5458306444740295,9.290000000000006,0.738823210144043
0.7000000000000028,65,0.22799999999999443,13.200000000000003,0.5522192077064514,9.676000000000002,0.7118373613357544
0.45000000000000284,66,0.29399999999999693,12.030000000000001,0.5529087721252441,9.504000000000005,0.6582965867042542
0.6200000000000045,67,0.24800000000000466,12.430000000000007,0.5515987849521637,9.549999999999997,0.6895370440483093
0.35999999999999943,68,0.2259999999999991,11.180000000000007,0.5516573718833924,9.447999999999993,0.6276135711193085
0.4099999999999966,69,0.19400000000000261,12.260000000000005,0.5476639011573792,9.372,0.6706227783203125
0.4399999999999977,70,0.25199999999999534,12.280000000000001,0.546823261756897,9.352000000000004,0.659806022977829
0.4300000000000068,71,0.2259999999999991,12.0,0.5425666871643067,9.135999999999996,0.6597309186935425
0.39000000000000057,72,0.26200000000000045,12.670000000000002,0.5494404615974426,9.415999999999997,0.6627326981544495
0.5699999999999932,73,0.22400000000000375,12.879999999999995,0.5447184204101563,9.372,0.6838599949836731
0.4899999999999949,74,0.21399999999999864,14.569999999999993,0.5468246233367919,9.39,0.7800939280509949
0.5999999999999943,75,0.24200000000000443,12.870000000000005,0.5402027426910401,9.037999999999997,0.6961517179489136
0.37000000000000455,76,0.23199999999999932,12.25,0.5490955599403381,9.506,0.6671354038238525
0.5100000000000051,77,0.2560000000000002,13.010000000000005,0.5453796088790893,9.236000000000004,0.7025487411499023
0.45000000000000284,78,0.21399999999999864,11.530000000000001,0.5434875139713288,9.319999999999993,0.6420141786575317
0.39000000000000057,79,0.20999999999999375,11.459999999999994,0.5465891571235657,9.275999999999996,0.6492339582443237
0.7000000000000028,80,0.22400000000000375,13.14,0.5425711753463746,9.168000000000006,0.7046797760009765
0.45000000000000284,81,0.23999999999999488,12.420000000000002,0.5423783546447754,9.177999999999997,0.681073666381836
0.18999999999999773,82,0.10999999999999943,8.420000000000002,0.4371940789794922,5.501999999999995,0.5451950214385987
0.25,83,0.058000000000006935,8.620000000000005,0.39935997373580934,4.171999999999997,0.5542353518486023
0.20000000000000284,84,0.0379999999999967,8.189999999999998,0.3865178160858154,3.9180000000000064,0.5469720359802246
0.23999999999999488,85,0.04200000000000159,8.25,0.37543271684646606,3.567999999999998,0.5515486385345459
0.1700000000000017,86,0.04200000000000159,8.180000000000007,0.36727166032791136,3.367999999999995,0.5458526145935059
0.25,87,0.034000000000006025,7.939999999999998,0.3600246383857727,3.1899999999999977,0.5437104372024536
0.29999999999999716,88,0.036000000000001364,8.049999999999997,0.3560915237998962,3.063999999999993,0.5478638705253601
0.20999999999999375,89,0.02400000000000091,8.14,0.34974503383636474,2.9839999999999947,0.5651240214347839
0.269999999999996,90,0.0379999999999967,8.430000000000007,0.34171493847846984,2.6880000000000024,0.5674107583761215
